Black Body Radiation Experiment Tue, Nov 23, 2021 10:55 AM
Sensor Position (Degrees)	Light Intensity (Volts)
5.90882	-0.02421
6.12613	-0.02308
6.27101	-0.02501
6.41588	-0.02195
6.57110	-0.02018
6.70563	-0.01873
6.86085	-0.02404
6.99538	-0.02115
7.12991	-0.02630
7.22304	-0.02211
7.34722	-0.02485
7.46105	-0.02147
7.56453	-0.02469
7.64732	-0.02614
7.71975	-0.02582
7.79219	-0.02227
7.84393	-0.02533
7.87498	-0.02211
7.89567	-0.02372
7.90602	-0.02549
7.90602	-0.01970
7.90602	-0.02421
7.90602	-0.02195
7.91637	-0.02050
7.91637	-0.01776
7.91637	-0.01841
7.91637	-0.02646
7.91637	-0.02179
7.91637	-0.02147
7.91637	-0.01889
7.91637	-0.02340
7.91637	-0.02549
7.91637	-0.01905
7.92672	-0.02404
7.92672	-0.02308
7.92672	-0.02823
7.92672	-0.02533
7.92672	-0.02566
7.92672	-0.02259
7.92672	-0.02453
7.92672	-0.02179
7.92672	-0.02292
7.92672	-0.02163
7.93707	-0.02356
7.93707	-0.02340
7.93707	-0.02501
7.93707	-0.02082
7.93707	-0.02421
7.93707	-0.01937
7.93707	-0.02356
7.93707	-0.01857
7.93707	-0.02276
7.93707	-0.02614
7.94741	-0.02356
7.94741	-0.02082
7.95776	-0.02115
7.96811	-0.02839
7.97846	-0.02131
7.99916	-0.02469
8.05090	-0.02388
8.17507	-0.02598
8.33030	-0.02340
8.44413	-0.02598
8.57865	-0.02711
8.73388	-0.02630
8.90980	-0.02163
9.11676	-0.02614
9.31338	-0.02646
9.56173	-0.02131
9.81009	-0.02147
10.04810	-0.02324
10.28611	-0.01808
10.52412	-0.01857
10.75178	-0.02195
10.97944	-0.02147
11.15536	-0.02372
11.34162	-0.01631
11.51754	-0.01776
11.75555	-0.02356
11.91077	-0.02356
12.06600	-0.02179
12.16948	-0.01583
12.30401	-0.01680
12.49027	-0.02533
12.60410	-0.01986
12.69724	-0.01873
12.82141	-0.02098
12.92490	-0.01953
13.04908	-0.01776
13.17325	-0.01647
13.26639	-0.01889
13.40091	-0.01873
13.54579	-0.01776
13.64927	-0.01647
13.78380	-0.02259
13.90798	-0.01808
14.04250	-0.01889
14.12529	-0.01728
14.22877	-0.02147
14.37364	-0.02131
14.53922	-0.01921
14.65305	-0.02050
14.75653	-0.01841
14.88071	-0.02195
15.04628	-0.01889
15.10837	-0.01728
15.26359	-0.01712
15.37742	-0.01953
15.46020	-0.01518
15.59473	-0.01341
15.71891	-0.00810
15.87413	-0.00326
16.00866	-0.00681
16.16388	-0.00004
16.28806	0.00205
16.45363	0.00238
16.59851	0.00850
16.71234	0.01140
16.85721	0.01816
17.03313	0.02799
17.20905	0.03701
17.39532	0.04909
17.56089	0.05908
17.75750	0.06810
17.94377	0.08776
18.11969	0.10435
18.29561	0.11869
18.49223	0.13995
18.69919	0.15719
18.87511	0.18087
19.06138	0.20520
19.25799	0.22662
19.45461	0.25417
19.66157	0.27769
19.85819	0.30524
20.06515	0.32956
20.26177	0.34970
20.45838	0.37483
20.65500	0.39964
20.85162	0.41978
21.04823	0.44088
21.25519	0.46392
21.45181	0.47552
21.63808	0.49646
21.79330	0.50307
21.96922	0.51676
22.14514	0.52949
22.27967	0.53174
22.44524	0.54495
22.54872	0.55123
22.68325	0.56364
22.79708	0.56734
22.94195	0.57057
23.03508	0.57717
23.11787	0.57749
23.22135	0.58023
23.31449	0.58490
23.44901	0.58378
23.53180	0.58490
23.61458	0.58490
23.70772	0.58619
23.78015	0.58603
23.86294	0.58490
23.95607	0.58442
24.04921	0.58168
24.15269	0.58039
24.25617	0.58136
24.38035	0.57943
24.46314	0.57637
24.55627	0.57073
24.65975	0.56847
24.75289	0.56622
24.83567	0.56412
24.92880	0.55558
25.01159	0.55574
25.09438	0.55043
25.18751	0.54286
25.29099	0.53593
25.37378	0.52949
25.48761	0.52208
25.57039	0.50806
25.68422	0.49711
25.79805	0.48293
25.84979	0.46569
25.99467	0.44974
26.07745	0.43267
26.17059	0.40979
26.26372	0.38546
26.34651	0.36356
26.43964	0.34132
26.55347	0.31249
26.66730	0.28881
26.77078	0.26416
26.87427	0.23548
26.96740	0.20197
27.08123	0.17588
27.19506	0.15091
27.30889	0.12062
27.44342	0.09984
27.56759	0.07487
27.66073	0.05683
27.77456	0.04394
27.90908	0.03169
28.02292	0.02396
28.15744	0.01269
28.29197	0.00898
28.41615	0.00350
28.54032	0.00318
28.66450	-0.00085
28.80938	-0.00004
28.95425	-0.00326
29.09913	-0.01100
29.25435	-0.01212
29.41992	-0.01245
29.58549	-0.01035
29.73037	-0.01100
29.90629	-0.01631
30.05116	-0.01309
