Black Body Radiation Experiment Tue, Nov 23, 2021 10:54 AM
Sensor Position (Degrees)	Light Intensity (Volts)
2.96993	-0.02614
3.05272	-0.02630
3.14585	-0.02324
3.23899	-0.02759
3.34247	-0.03258
3.44595	-0.02759
3.58048	-0.02227
3.67361	-0.02469
3.76674	-0.02356
3.83918	-0.02437
3.90127	-0.02549
3.97371	-0.02034
4.03580	-0.02292
4.10823	-0.02469
4.17032	-0.02453
4.21172	-0.02115
4.30485	-0.02211
4.38764	-0.01986
4.48077	-0.02598
4.58425	-0.02372
4.68773	-0.02582
4.79121	-0.02276
4.91539	-0.02082
5.01888	-0.02147
5.12236	-0.02227
5.22584	-0.02098
5.30862	-0.02517
5.41211	-0.02501
5.49489	-0.02711
5.58803	-0.02356
5.68116	-0.02421
5.75360	-0.02211
5.81569	-0.02598
5.88812	-0.02501
5.96056	-0.02163
6.02265	-0.01905
6.07439	-0.02469
6.13648	-0.02163
6.18822	-0.02469
6.23996	-0.02630
6.27101	-0.02356
6.32275	-0.02404
6.35379	-0.02727
6.39519	-0.02469
6.41588	-0.02276
6.44693	-0.02469
6.48832	-0.02356
6.50902	-0.02276
6.54006	-0.02517
6.57110	-0.02404
6.59180	-0.02243
6.61250	-0.02759
6.63319	-0.02356
6.66424	-0.02614
6.69528	-0.02211
6.72633	-0.02678
6.77807	-0.02646
6.81946	-0.02485
6.86085	-0.02276
6.91259	-0.02066
6.98503	-0.02453
7.04712	-0.01808
7.11956	-0.02308
7.22304	-0.02227
7.30583	-0.02147
7.38861	-0.01760
7.47140	-0.02549
7.60592	-0.02743
7.68871	-0.02243
7.77150	-0.02678
7.86463	-0.02421
7.96811	-0.02340
8.06124	-0.02517
8.15438	-0.01953
8.24751	-0.02421
8.33030	-0.02179
8.43378	-0.02437
8.51657	-0.02066
8.59935	-0.01953
8.67179	-0.02163
8.74423	-0.02227
8.80631	-0.02147
8.85806	-0.01970
8.90980	-0.01760
8.96154	-0.02211
9.00293	-0.02340
9.04432	-0.02163
9.10641	-0.02259
9.15815	-0.01728
9.20989	-0.01841
9.29268	-0.02469
9.34442	-0.02372
9.40651	-0.02453
9.46860	-0.02469
9.54104	-0.02372
9.59278	-0.02485
9.65487	-0.02421
9.72730	-0.02533
9.78939	-0.02469
9.87218	-0.02582
9.93427	-0.02437
10.00671	-0.02211
10.07914	-0.02276
10.16193	-0.02485
10.23437	-0.02533
10.32750	-0.01857
10.42063	-0.02147
10.50342	-0.02147
10.59655	-0.02227
10.67934	-0.02469
10.78282	-0.02259
10.88630	-0.02308
10.97944	-0.01825
11.06222	-0.02034
11.15536	-0.02179
11.23814	-0.01873
11.32093	-0.01454
11.40371	-0.01615
11.50719	-0.02372
11.58998	-0.01599
11.65207	-0.01583
11.71416	-0.02082
11.79694	-0.02018
11.86938	-0.02437
11.92112	-0.02243
11.99356	-0.01760
12.06600	-0.01921
12.13843	-0.01744
12.20052	-0.02098
12.26261	-0.01696
12.31435	-0.02115
12.38679	-0.02549
12.44888	-0.01970
12.51097	-0.02050
12.58341	-0.01615
12.64550	-0.01680
12.70758	-0.01728
12.75933	-0.01760
12.82141	-0.01647
12.87316	-0.01744
12.92490	-0.02098
12.97664	-0.02179
13.02838	-0.02163
13.08012	-0.02050
13.13186	-0.01970
13.18360	-0.01696
13.21465	-0.01309
13.25604	-0.01615
13.30778	-0.01889
13.35952	-0.01438
13.39057	-0.01067
13.41126	-0.01889
13.46300	-0.01470
13.48370	-0.01792
13.51474	-0.01680
13.54579	-0.01696
13.58718	-0.01567
13.61823	-0.01873
13.64927	-0.01663
13.69066	-0.01728
13.74240	-0.01921
13.78380	-0.01776
13.84589	-0.01680
13.90798	-0.01535
13.97006	-0.01422
14.04250	-0.00858
14.11494	-0.00713
14.20807	-0.01551
14.32190	-0.01857
14.39434	-0.01696
14.45643	-0.01760
14.49782	-0.01325
14.59096	-0.01196
14.67374	-0.01760
14.74618	-0.01518
14.82897	-0.01647
14.90140	-0.01631
14.98419	-0.01164
15.06697	-0.01245
15.14976	-0.00922
15.25324	-0.01180
15.33603	-0.00938
15.41881	-0.00987
15.53264	-0.00938
15.56369	-0.00729
15.66717	-0.01116
15.73961	-0.00181
15.81204	0.00125
15.92587	-0.00745
16.01901	-0.00165
16.09144	0.00189
16.15353	-0.00165
16.23632	0.00286
16.28806	0.00576
16.39154	0.00737
16.48468	0.01575
16.57781	0.01510
16.66060	0.01559
16.72268	0.01703
16.77443	0.02106
16.85721	0.03073
16.92965	0.02880
17.00209	0.03572
17.06418	0.04168
17.18835	0.04813
17.33323	0.04813
17.49880	0.05876
17.59193	0.06424
17.76785	0.07149
17.93342	0.08292
18.06795	0.10129
18.21283	0.11063
18.35770	0.12384
18.50257	0.14849
18.65780	0.16009
18.77163	0.17781
18.90615	0.19956
19.03033	0.21148
19.14416	0.22388
19.22695	0.24708
19.30973	0.25610
19.39252	0.27721
19.45461	0.28736
19.53739	0.29831
19.62018	0.31571
19.69262	0.32570
19.77540	0.32650
19.84784	0.34696
19.92028	0.35437
20.01341	0.36356
20.07550	0.37306
20.16863	0.37596
20.24107	0.38772
20.31351	0.40238
20.40664	0.40850
20.51012	0.42268
20.57221	0.43041
20.67570	0.44056
20.73778	0.45135
20.83092	0.45586
20.89301	0.46569
20.96545	0.47069
21.07928	0.48341
21.15171	0.49276
21.24485	0.49775
21.31728	0.50387
21.37937	0.51032
21.49320	0.52304
21.57599	0.52884
21.66912	0.53512
21.74156	0.53947
21.82435	0.54576
21.89678	0.54753
21.98992	0.55574
22.08305	0.56009
22.15549	0.56138
22.26932	0.56912
22.37280	0.57202
22.45559	0.57459
22.53837	0.58023
22.63150	0.58442
22.76603	0.58700
22.87986	0.58780
22.98334	0.59779
23.08683	0.59602
23.19031	0.59876
23.29379	0.59634
23.39727	0.60391
23.49041	0.59956
23.62493	0.60343
23.73876	0.60585
23.86294	0.60649
23.95607	0.60585
24.05956	0.60407
24.16304	0.60198
24.25617	0.60327
24.34931	0.60005
24.42174	0.59537
24.51488	0.59473
24.56662	0.59666
24.63905	0.59070
24.70114	0.58941
24.75289	0.58104
24.81497	0.57717
24.86672	0.57862
24.90811	0.57765
24.98055	0.57798
25.04263	0.56622
25.11507	0.56928
25.16681	0.56299
25.24960	0.55671
25.31169	0.55236
25.39447	0.54415
25.47726	0.54173
25.54970	0.53851
25.61179	0.52353
25.68422	0.51918
25.74631	0.51064
25.84979	0.49952
25.90153	0.48921
25.97397	0.47036
26.04641	0.46150
26.11885	0.44700
26.20163	0.42993
26.27407	0.41253
26.35686	0.39110
26.42929	0.37580
26.51208	0.35405
26.56382	0.33826
26.65695	0.31474
26.71904	0.29171
26.79148	0.27640
26.87427	0.24934
26.94670	0.23162
27.02949	0.20310
27.11227	0.18764
27.19506	0.16444
27.28819	0.14366
27.36063	0.12288
27.42272	0.10274
27.48481	0.08453
27.56759	0.07358
27.62968	0.05634
27.70212	0.04555
27.78491	0.03540
27.84700	0.02799
27.90908	0.02122
27.98152	0.01591
28.04361	0.01043
28.12640	0.00479
28.17814	0.00640
28.25058	0.00415
28.33336	0.00173
28.41615	-0.00230
28.48858	-0.00375
28.58172	-0.00391
28.64381	-0.00471
28.67485	-0.00987
28.77833	-0.00439
28.87147	-0.00536
28.93356	-0.00552
29.01634	-0.00906
29.10948	-0.00665
29.19226	-0.00439
29.27505	-0.00665
29.34748	-0.00842
29.44062	-0.00552
29.53375	-0.00616
29.59584	-0.01035
29.67863	-0.00745
29.75106	-0.00987
29.83385	-0.00858
29.89594	-0.01245
29.97872	-0.00955
30.04081	-0.00922
